sp|A0A315|PSBA_COFAR	sp|A0T0W2|PSBA_THAPS	sp|A0ZZ15|PSBA_GOSBA	sp|A4QKR1|PSBA_CRUWA	sp|A4QL00|PSBA_DRANE	sp|A6H5E4|PSBA_CYCTA	sp|A6MMI8|PSBA_DIOEL	sp|A6MMS4|PSBA_ILLOL	sp|A7Y395|PSBA_IPOPU	sp|A8SE40|PSBA_CERDE	sp|A9L976|PSBA_LEMMI	sp|B0Z4K6|PSBA_OENAR	sp|B1A915|PSBA_CARPA	sp|O19895|PSBA_CYACA	sp|O98736|PSBA_MAGFP	sp|P02956|PSBA_AMAHY	sp|P04998|PSBA_MEDSA	sp|P04999|PSBA_PETHY	sp|P05337|PSBA_HORVU	sp|P06585|PSBA_PEA	sp|P07753|PSBA_CHLRE	sp|P09752|PSBA_CHLMO	sp|P0A445|PSBA1_SYNEL	sp|P10510|PSBA_SECCE	sp|P13910|PSBA_VICFA	sp|P24625|PSBA_ANTSP	sp|P24725|PSBA_GALSU	sp|P24726|PSBA_ECTSI	sp|P35860|PSBA_CHLEL	sp|P36491|PSBA_POPDE	sp|P46895|PSBA_PROMA	sp|P48183|PSBA_MAIZE	sp|P48265|PSBA_BUMFI	sp|P51764|PSBA_MICAE	sp|P56318|PSBA_CHLVU	sp|P69550|PSBA_PINCO	sp|P69551|PSBA_PINTH	sp|P69556|PSBA_TOBAC	sp|P69557|PSBA_LACSA	sp|P69560|PSBA_SPIOL	sp|P69561|PSBA_NICDE	sp|P69562|PSBA_NICPL	sp|P69563|PSBA_SOLNI	sp|P69564|PSBA_GOSHI	sp|P83755|PSBA_ARATH	sp|Q06RF1|PSBA_JASNU	sp|Q06SD2|PSBA_STIHE	sp|Q09FY1|PSBA_NANDO	sp|Q09G66|PSBA_PLAOC	sp|Q09X37|PSBA_MORIN	sp|Q0G9N9|PSBA_LIRTU	sp|Q0G9Y2|PSBA_DAUCA	sp|Q0ZJ40|PSBA_VITVI	sp|Q19VC4|PSBA_CHLAT	sp|Q1ACM1|PSBA_CHAVU	sp|Q1KVU8|PSBA_TETOB	sp|Q1KXX9|PSBA_HELAN	sp|Q2MIC0|PSBA_SOLLC	sp|Q2MIK7|PSBA_SOLBU	sp|Q2QDA8|PSBA_CUCSA	sp|Q2VEJ6|PSBA_SOLTU	sp|Q32RM3|PSBA_ZYGCR	sp|Q3BAR4|PSBA_PHAAO	sp|Q3C1G3|PSBA_NICSY	sp|Q3V554|PSBA_ACOCL	sp|Q49L18|PSBA_EUCGG	sp|Q4G3F2|PSBA_EMIHU	sp|Q6B929|PSBA_GRATL	sp|Q6L3B5|PSBA_SACHY	sp|Q7FNT3|PSBA_ATRBE	sp|Q85G59|PSBA_CYAM1	sp|Q85WS3|PSBA_PINKO	sp|Q8M9W3|PSBA_CHAGL	sp|Q8YQS7|PSBA3_NOSS1	sp|Q9BBU3|PSBA_LOTJA	sp|Q9MSC1|PSBA_HETPY	sp|Q9MSC2|PSBA_HETRO	sp|Q9S3W5|PSBA_MASLA	sp|Q9TNF7|PSBA_DUMHI	sp|Q9TNF8|PSBA_CONJP
sp|A0A315|PSBA_COFAR	1	0.872972972972973	0.952702702702703	0.956756756756757	0.956756756756757	0.875675675675676	0.951351351351351	0.955405405405405	0.955405405405405	0.954054054054054	0.948648648648649	0.956756756756757	0.956756756756757	0.874324324324324	0.954054054054054	0.956756756756757	0.952702702702703	0.955405405405405	0.95	0.954054054054054	0.910810810810811	0.92027027027027	0.867567567567568	0.951351351351351	0.948648648648649	0.878378378378378	0.858108108108108	0.855405405405405	0.921621621621622	0.955405405405405	0.802702702702703	0.947297297297297	0.874324324324324	0.863513513513513	0.924324324324324	0.935135135135135	0.935135135135135	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.894594594594595	0.956756756756757	0.956756756756757	0.954054054054054	0.954054054054054	0.956756756756757	0.956756756756757	0.936486486486486	0.944594594594595	0.917567567567568	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.956756756756757	0.933783783783784	0.952702702702703	0.956756756756757	0.952702702702703	0.955405405405405	0.858108108108108	0.895945945945946	0.95	0.956756756756757	0.872972972972973	0.933783783783784	0.943243243243243	0.821621621621622	0.955405405405405	0.75	0.739189189189189	0.841891891891892	0.944594594594595	0.937837837837838
sp|A0T0W2|PSBA_THAPS	0.872972972972973	1	0.831081081081081	0.836486486486486	0.836486486486486	0.789189189189189	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.863513513513513	0.837837837837838	0.836486486486486	0.831081081081081	0.833783783783784	0.840540540540541	0.832432432432432	0.831081081081081	0.828378378378378	0.833783783783784	0.839189189189189	0.82972972972973	0.841891891891892	0.822972972972973	0.863513513513513	0.833783783783784	0.836486486486486	0.786486486486486	0.839189189189189	0.904054054054054	0.844594594594595	0.837837837837838	0.835135135135135	0.835135135135135	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.810810810810811	0.836486486486486	0.836486486486486	0.835135135135135	0.837837837837838	0.836486486486486	0.835135135135135	0.836486486486486	0.837837837837838	0.831081081081081	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.836486486486486	0.837837837837838	0.836486486486486	0.837837837837838	0.836486486486486	0.867567567567568	0.864864864864865	0.839189189189189	0.836486486486486	0.860810810810811	0.831081081081081	0.837837837837838	0.781081081081081	0.833783783783784	0.722972972972973	0.713513513513514	0.808108108108108	0.840540540540541	0.832432432432432
sp|A0ZZ15|PSBA_GOSBA	0.952702702702703	0.831081081081081	1	0.960810810810811	0.960810810810811	0.87027027027027	0.954054054054054	0.948648648648649	0.959459459459459	0.958108108108108	0.951351351351351	0.960810810810811	0.960810810810811	0.87027027027027	0.958108108108108	0.960810810810811	0.952702702702703	0.958108108108108	0.95	0.954054054054054	0.910810810810811	0.913513513513514	0.863513513513513	0.951351351351351	0.944594594594595	0.87027027027027	0.854054054054054	0.85	0.917567567567568	0.958108108108108	0.797297297297297	0.947297297297297	0.87027027027027	0.858108108108108	0.924324324324324	0.92972972972973	0.92972972972973	0.960810810810811	0.960810810810811	0.960810810810811	0.960810810810811	0.960810810810811	0.960810810810811	0.960810810810811	0.960810810810811	0.960810810810811	0.889189189189189	0.955405405405405	0.960810810810811	0.952702702702703	0.958108108108108	0.960810810810811	0.95	0.931081081081081	0.937837837837838	0.917567567567568	0.960810810810811	0.960810810810811	0.960810810810811	0.955405405405405	0.960810810810811	0.928378378378378	0.954054054054054	0.960810810810811	0.956756756756757	0.958108108108108	0.856756756756757	0.891891891891892	0.95	0.960810810810811	0.867567567567568	0.927027027027027	0.936486486486486	0.818918918918919	0.955405405405405	0.745945945945946	0.735135135135135	0.837837837837838	0.937837837837838	0.931081081081081
sp|A4QKR1|PSBA_CRUWA	0.956756756756757	0.836486486486486	0.960810810810811	1	0.966216216216216	0.874324324324324	0.959459459459459	0.955405405405405	0.964864864864865	0.963513513513514	0.958108108108108	0.966216216216216	0.966216216216216	0.871621621621622	0.963513513513514	0.964864864864865	0.958108108108108	0.963513513513514	0.955405405405405	0.959459459459459	0.916216216216216	0.918918918918919	0.868918918918919	0.956756756756757	0.95	0.875675675675676	0.859459459459459	0.854054054054054	0.921621621621622	0.964864864864865	0.801351351351351	0.952702702702703	0.875675675675676	0.863513513513513	0.92972972972973	0.935135135135135	0.935135135135135	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.894594594594595	0.960810810810811	0.966216216216216	0.958108108108108	0.963513513513514	0.966216216216216	0.955405405405405	0.936486486486486	0.943243243243243	0.921621621621622	0.966216216216216	0.966216216216216	0.966216216216216	0.960810810810811	0.966216216216216	0.935135135135135	0.959459459459459	0.966216216216216	0.962162162162162	0.964864864864865	0.860810810810811	0.895945945945946	0.955405405405405	0.966216216216216	0.872972972972973	0.933783783783784	0.941891891891892	0.824324324324324	0.960810810810811	0.751351351351351	0.740540540540541	0.843243243243243	0.944594594594595	0.935135135135135
sp|A4QL00|PSBA_DRANE	0.956756756756757	0.836486486486486	0.960810810810811	0.966216216216216	1	0.874324324324324	0.959459459459459	0.955405405405405	0.964864864864865	0.963513513513514	0.958108108108108	0.966216216216216	0.966216216216216	0.871621621621622	0.963513513513514	0.964864864864865	0.958108108108108	0.963513513513514	0.955405405405405	0.959459459459459	0.916216216216216	0.918918918918919	0.868918918918919	0.956756756756757	0.95	0.875675675675676	0.859459459459459	0.854054054054054	0.921621621621622	0.964864864864865	0.801351351351351	0.952702702702703	0.875675675675676	0.863513513513513	0.92972972972973	0.935135135135135	0.935135135135135	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.966216216216216	0.894594594594595	0.960810810810811	0.966216216216216	0.958108108108108	0.963513513513514	0.966216216216216	0.955405405405405	0.936486486486486	0.943243243243243	0.921621621621622	0.966216216216216	0.966216216216216	0.966216216216216	0.960810810810811	0.966216216216216	0.935135135135135	0.959459459459459	0.966216216216216	0.962162162162162	0.964864864864865	0.860810810810811	0.895945945945946	0.955405405405405	0.966216216216216	0.872972972972973	0.933783783783784	0.941891891891892	0.824324324324324	0.960810810810811	0.751351351351351	0.740540540540541	0.843243243243243	0.944594594594595	0.935135135135135
sp|A6H5E4|PSBA_CYCTA	0.875675675675676	0.789189189189189	0.87027027027027	0.874324324324324	0.874324324324324	1	0.875675675675676	0.878378378378378	0.874324324324324	0.877027027027027	0.872972972972973	0.874324324324324	0.874324324324324	0.827027027027027	0.875675675675676	0.874324324324324	0.874324324324324	0.872972972972973	0.881081081081081	0.874324324324324	0.85	0.848648648648649	0.813513513513514	0.882432432432432	0.866216216216216	0.82027027027027	0.817567567567568	0.794594594594595	0.858108108108108	0.877027027027027	0.762162162162162	0.882432432432432	0.824324324324324	0.806756756756757	0.867567567567568	0.877027027027027	0.877027027027027	0.874324324324324	0.874324324324324	0.874324324324324	0.874324324324324	0.874324324324324	0.874324324324324	0.874324324324324	0.874324324324324	0.874324324324324	0.828378378378378	0.875675675675676	0.874324324324324	0.878378378378378	0.875675675675676	0.874324324324324	0.875675675675676	0.87027027027027	0.875675675675676	0.851351351351351	0.874324324324324	0.874324324324324	0.874324324324324	0.87972972972973	0.874324324324324	0.874324324324324	0.877027027027027	0.874324324324324	0.875675675675676	0.877027027027027	0.810810810810811	0.837837837837838	0.87972972972973	0.874324324324324	0.822972972972973	0.874324324324324	0.874324324324324	0.783783783783784	0.875675675675676	0.702702702702703	0.694594594594595	0.793243243243243	0.874324324324324	0.863513513513513
sp|A6MMI8|PSBA_DIOEL	0.951351351351351	0.836486486486486	0.954054054054054	0.959459459459459	0.959459459459459	0.875675675675676	1	0.954054054054054	0.959459459459459	0.960810810810811	0.956756756756757	0.959459459459459	0.959459459459459	0.872972972972973	0.962162162162162	0.958108108108108	0.951351351351351	0.956756756756757	0.958108108108108	0.952702702702703	0.913513513513514	0.917567567567568	0.868918918918919	0.959459459459459	0.943243243243243	0.875675675675676	0.859459459459459	0.854054054054054	0.922972972972973	0.958108108108108	0.801351351351351	0.955405405405405	0.877027027027027	0.862162162162162	0.931081081081081	0.935135135135135	0.935135135135135	0.959459459459459	0.959459459459459	0.959459459459459	0.959459459459459	0.959459459459459	0.959459459459459	0.959459459459459	0.959459459459459	0.959459459459459	0.890540540540541	0.954054054054054	0.959459459459459	0.951351351351351	0.962162162162162	0.959459459459459	0.948648648648649	0.937837837837838	0.943243243243243	0.921621621621622	0.959459459459459	0.959459459459459	0.959459459459459	0.954054054054054	0.959459459459459	0.933783783783784	0.958108108108108	0.959459459459459	0.960810810810811	0.958108108108108	0.860810810810811	0.895945945945946	0.958108108108108	0.959459459459459	0.872972972972973	0.933783783783784	0.941891891891892	0.822972972972973	0.954054054054054	0.75	0.739189189189189	0.843243243243243	0.944594594594595	0.935135135135135
sp|A6MMS4|PSBA_ILLOL	0.955405405405405	0.836486486486486	0.948648648648649	0.955405405405405	0.955405405405405	0.878378378378378	0.954054054054054	1	0.954054054054054	0.955405405405405	0.951351351351351	0.955405405405405	0.955405405405405	0.878378378378378	0.958108108108108	0.954054054054054	0.952702702702703	0.952702702702703	0.955405405405405	0.954054054054054	0.909459459459459	0.924324324324324	0.871621621621622	0.956756756756757	0.944594594594595	0.875675675675676	0.858108108108108	0.852702702702703	0.925675675675676	0.952702702702703	0.804054054054054	0.951351351351351	0.874324324324324	0.864864864864865	0.925675675675676	0.937837837837838	0.937837837837838	0.954054054054054	0.954054054054054	0.954054054054054	0.954054054054054	0.954054054054054	0.954054054054054	0.954054054054054	0.955405405405405	0.954054054054054	0.895945945945946	0.954054054054054	0.955405405405405	0.952702702702703	0.958108108108108	0.955405405405405	0.959459459459459	0.939189189189189	0.947297297297297	0.918918918918919	0.954054054054054	0.954054054054054	0.954054054054054	0.955405405405405	0.954054054054054	0.936486486486486	0.959459459459459	0.954054054054054	0.955405405405405	0.952702702702703	0.862162162162162	0.894594594594595	0.954054054054054	0.954054054054054	0.871621621621622	0.936486486486486	0.944594594594595	0.824324324324324	0.955405405405405	0.751351351351351	0.740540540540541	0.845945945945946	0.945945945945946	0.936486486486486
sp|A7Y395|PSBA_IPOPU	0.955405405405405	0.836486486486486	0.959459459459459	0.964864864864865	0.964864864864865	0.874324324324324	0.959459459459459	0.954054054054054	1	0.963513513513514	0.958108108108108	0.964864864864865	0.964864864864865	0.871621621621622	0.963513513513514	0.963513513513514	0.955405405405405	0.963513513513514	0.955405405405405	0.956756756756757	0.914864864864865	0.92027027027027	0.868918918918919	0.956756756756757	0.948648648648649	0.877027027027027	0.859459459459459	0.855405405405405	0.921621621621622	0.962162162162162	0.8	0.954054054054054	0.875675675675676	0.862162162162162	0.928378378378378	0.935135135135135	0.935135135135135	0.964864864864865	0.964864864864865	0.964864864864865	0.964864864864865	0.964864864864865	0.964864864864865	0.964864864864865	0.964864864864865	0.964864864864865	0.895945945945946	0.959459459459459	0.964864864864865	0.956756756756757	0.963513513513514	0.964864864864865	0.954054054054054	0.935135135135135	0.943243243243243	0.921621621621622	0.964864864864865	0.964864864864865	0.964864864864865	0.958108108108108	0.964864864864865	0.933783783783784	0.958108108108108	0.964864864864865	0.962162162162162	0.962162162162162	0.860810810810811	0.897297297297297	0.955405405405405	0.964864864864865	0.874324324324324	0.933783783783784	0.941891891891892	0.824324324324324	0.958108108108108	0.751351351351351	0.740540540540541	0.843243243243243	0.943243243243243	0.936486486486486
sp|A8SE40|PSBA_CERDE	0.954054054054054	0.836486486486486	0.958108108108108	0.963513513513514	0.963513513513514	0.877027027027027	0.960810810810811	0.955405405405405	0.963513513513514	1	0.958108108108108	0.963513513513514	0.963513513513514	0.871621621621622	0.964864864864865	0.962162162162162	0.955405405405405	0.960810810810811	0.955405405405405	0.956756756756757	0.917567567567568	0.918918918918919	0.871621621621622	0.956756756756757	0.947297297297297	0.878378378378378	0.863513513513513	0.852702702702703	0.924324324324324	0.960810810810811	0.801351351351351	0.952702702702703	0.877027027027027	0.864864864864865	0.933783783783784	0.937837837837838	0.937837837837838	0.963513513513514	0.963513513513514	0.963513513513514	0.963513513513514	0.963513513513514	0.963513513513514	0.963513513513514	0.963513513513514	0.963513513513514	0.893243243243243	0.958108108108108	0.963513513513514	0.955405405405405	0.964864864864865	0.963513513513514	0.951351351351351	0.939189189189189	0.943243243243243	0.922972972972973	0.963513513513514	0.963513513513514	0.963513513513514	0.958108108108108	0.963513513513514	0.937837837837838	0.959459459459459	0.963513513513514	0.962162162162162	0.960810810810811	0.863513513513513	0.898648648648649	0.955405405405405	0.963513513513514	0.875675675675676	0.935135135135135	0.944594594594595	0.827027027027027	0.958108108108108	0.751351351351351	0.740540540540541	0.844594594594595	0.945945945945946	0.937837837837838
