sp|A0A315|PSBA_COFAR	sp|A0A315|PSBA_COFAR	100.000	353	0	0	1	353	1	353	0.0	714
sp|A0A315|PSBA_COFAR	sp|Q7FNT3|PSBA_ATRBE	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q3C1G3|PSBA_NICSY	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q2VEJ6|PSBA_SOLTU	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q2MIK7|PSBA_SOLBU	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q2MIC0|PSBA_SOLLC	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q1KXX9|PSBA_HELAN	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q06RF1|PSBA_JASNU	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P69564|PSBA_GOSHI	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P69563|PSBA_SOLNI	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P69562|PSBA_NICPL	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P69561|PSBA_NICDE	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P69560|PSBA_SPIOL	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P69557|PSBA_LACSA	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P69556|PSBA_TOBAC	98.867	353	4	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q2QDA8|PSBA_CUCSA	98.300	353	6	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q0ZJ40|PSBA_VITVI	98.300	353	6	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q0G9Y2|PSBA_DAUCA	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q09G66|PSBA_PLAOC	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q09FY1|PSBA_NANDO	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P83755|PSBA_ARATH	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|P02956|PSBA_AMAHY	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|B1A915|PSBA_CARPA	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|B0Z4K6|PSBA_OENAR	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|A4QL00|PSBA_DRANE	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|A4QKR1|PSBA_CRUWA	98.584	353	5	0	1	353	1	353	0.0	708
sp|A0A315|PSBA_COFAR	sp|Q9BBU3|PSBA_LOTJA	98.300	353	6	0	1	353	1	353	0.0	707
sp|A0A315|PSBA_COFAR	sp|A7Y395|PSBA_IPOPU	98.584	353	5	0	1	353	1	353	0.0	707
sp|A0A315|PSBA_COFAR	sp|P04999|PSBA_PETHY	98.584	353	5	0	1	353	1	353	0.0	707
sp|A0A315|PSBA_COFAR	sp|A6MMS4|PSBA_ILLOL	98.300	353	6	0	1	353	1	353	0.0	707
sp|A0A315|PSBA_COFAR	sp|Q49L18|PSBA_EUCGG	98.300	353	6	0	1	353	1	353	0.0	707
sp|A0A315|PSBA_COFAR	sp|P36491|PSBA_POPDE	98.300	353	6	0	1	353	1	353	0.0	707
sp|A0A315|PSBA_COFAR	sp|Q09X37|PSBA_MORIN	98.300	353	6	0	1	353	1	353	0.0	706
sp|A0A315|PSBA_COFAR	sp|Q0G9N9|PSBA_LIRTU	98.300	353	6	0	1	353	1	353	0.0	706
sp|A0A315|PSBA_COFAR	sp|P06585|PSBA_PEA	98.017	353	7	0	1	353	1	353	0.0	706
sp|A0A315|PSBA_COFAR	sp|O98736|PSBA_MAGFP	98.300	353	6	0	1	353	1	353	0.0	706
sp|A0A315|PSBA_COFAR	sp|A8SE40|PSBA_CERDE	98.300	353	6	0	1	353	1	353	0.0	706
sp|A0A315|PSBA_COFAR	sp|Q3BAR4|PSBA_PHAAO	98.017	353	7	0	1	353	1	353	0.0	705
sp|A0A315|PSBA_COFAR	sp|Q3V554|PSBA_ACOCL	98.017	353	7	0	1	353	1	353	0.0	705
sp|A0A315|PSBA_COFAR	sp|P04998|PSBA_MEDSA	97.734	353	8	0	1	353	1	353	0.0	705
sp|A0A315|PSBA_COFAR	sp|A0ZZ15|PSBA_GOSBA	98.300	353	6	0	1	353	1	353	0.0	705
sp|A0A315|PSBA_COFAR	sp|P10510|PSBA_SECCE	97.734	353	8	0	1	353	1	353	0.0	704
sp|A0A315|PSBA_COFAR	sp|A6MMI8|PSBA_DIOEL	97.734	353	8	0	1	353	1	353	0.0	704
sp|A0A315|PSBA_COFAR	sp|Q6L3B5|PSBA_SACHY	97.734	353	8	0	1	353	1	353	0.0	703
sp|A0A315|PSBA_COFAR	sp|P05337|PSBA_HORVU	97.450	353	9	0	1	353	1	353	0.0	703
sp|A0A315|PSBA_COFAR	sp|P13910|PSBA_VICFA	97.167	353	10	0	1	353	1	353	0.0	702
sp|A0A315|PSBA_COFAR	sp|A9L976|PSBA_LEMMI	97.450	353	9	0	1	353	1	353	0.0	702
sp|A0A315|PSBA_COFAR	sp|P48183|PSBA_MAIZE	97.450	353	9	0	1	353	1	353	0.0	701
sp|A0A315|PSBA_COFAR	sp|Q9TNF7|PSBA_DUMHI	96.601	353	12	0	1	353	1	353	0.0	699
sp|A0A315|PSBA_COFAR	sp|Q1ACM1|PSBA_CHAVU	96.023	352	14	0	1	352	1	352	0.0	699
sp|A0A315|PSBA_COFAR	sp|Q8M9W3|PSBA_CHAGL	95.751	353	15	0	1	353	1	353	0.0	698
sp|A0A315|PSBA_COFAR	sp|Q9TNF8|PSBA_CONJP	96.317	353	13	0	1	353	1	353	0.0	694
sp|A0A315|PSBA_COFAR	sp|Q19VC4|PSBA_CHLAT	95.184	353	17	0	1	353	1	353	0.0	693
sp|A0A315|PSBA_COFAR	sp|P69551|PSBA_PINTH	95.751	353	15	0	1	353	1	353	0.0	692
sp|A0A315|PSBA_COFAR	sp|P69550|PSBA_PINCO	95.751	353	15	0	1	353	1	353	0.0	692
sp|A0A315|PSBA_COFAR	sp|Q32RM3|PSBA_ZYGCR	95.442	351	16	0	1	351	1	351	0.0	691
sp|A0A315|PSBA_COFAR	sp|Q85WS3|PSBA_PINKO	95.467	353	16	0	1	353	1	353	0.0	691
sp|A0A315|PSBA_COFAR	sp|P56318|PSBA_CHLVU	94.334	353	20	0	1	353	1	353	0.0	684
sp|A0A315|PSBA_COFAR	sp|P35860|PSBA_CHLEL	94.017	351	21	0	1	351	1	351	0.0	682
sp|A0A315|PSBA_COFAR	sp|P09752|PSBA_CHLMO	93.182	352	24	0	1	352	1	352	0.0	681
sp|A0A315|PSBA_COFAR	sp|Q1KVU8|PSBA_TETOB	92.614	352	26	0	1	352	1	352	0.0	679
sp|A0A315|PSBA_COFAR	sp|Q06SD2|PSBA_STIHE	89.518	353	37	0	1	353	1	353	0.0	662
sp|A0A315|PSBA_COFAR	sp|P24625|PSBA_ANTSP	87.222	360	39	1	1	353	1	360	0.0	650
sp|A0A315|PSBA_COFAR	sp|A6H5E4|PSBA_CYCTA	91.218	353	31	0	1	353	1	353	0.0	648
sp|A0A315|PSBA_COFAR	sp|O19895|PSBA_CYACA	87.465	359	38	1	1	352	1	359	0.0	647
sp|A0A315|PSBA_COFAR	sp|Q85G59|PSBA_CYAM1	87.709	358	37	1	1	351	1	358	0.0	646
sp|A0A315|PSBA_COFAR	sp|P07753|PSBA_CHLRE	92.614	352	26	0	1	352	1	352	0.0	646
sp|A0A315|PSBA_COFAR	sp|P0A445|PSBA1_SYNEL	85.000	360	47	1	1	353	1	360	0.0	642
sp|A0A315|PSBA_COFAR	sp|P51764|PSBA_MICAE	83.889	360	51	1	1	353	1	360	0.0	639
sp|A0A315|PSBA_COFAR	sp|P24725|PSBA_GALSU	88.986	345	38	0	1	345	1	345	0.0	635
sp|A0A315|PSBA_COFAR	sp|Q6B929|PSBA_GRATL	89.167	360	32	1	1	353	1	360	0.0	634
sp|A0A315|PSBA_COFAR	sp|Q9S3W5|PSBA_MASLA	82.778	360	53	2	1	353	1	358	0.0	623
sp|A0A315|PSBA_COFAR	sp|P48265|PSBA_BUMFI	87.465	359	38	1	1	352	1	359	0.0	620
sp|A0A315|PSBA_COFAR	sp|A0T0W2|PSBA_THAPS	88.022	359	36	1	1	352	1	359	0.0	619
sp|A0A315|PSBA_COFAR	sp|Q4G3F2|PSBA_EMIHU	87.246	345	44	0	1	345	1	345	0.0	608
sp|A0A315|PSBA_COFAR	sp|P24726|PSBA_ECTSI	85.833	360	44	1	1	353	1	360	0.0	606
sp|A0A315|PSBA_COFAR	sp|P46895|PSBA_PROMA	79.261	352	72	1	1	351	1	352	0.0	594
sp|A0A315|PSBA_COFAR	sp|Q8YQS7|PSBA3_NOSS1	80.447	358	63	1	1	351	1	358	0.0	585
sp|A0A315|PSBA_COFAR	sp|Q9MSC1|PSBA_HETPY	78.378	333	72	0	12	344	16	348	0.0	555
sp|A0A315|PSBA_COFAR	sp|Q9MSC2|PSBA_HETRO	77.177	333	76	0	12	344	16	348	0.0	547
sp|A0T0W2|PSBA_THAPS	sp|A0T0W2|PSBA_THAPS	100.000	360	0	0	1	360	1	360	0.0	734
sp|A0T0W2|PSBA_THAPS	sp|P48265|PSBA_BUMFI	93.611	360	23	0	1	360	1	360	0.0	668
sp|A0T0W2|PSBA_THAPS	sp|O19895|PSBA_CYACA	88.056	360	43	0	1	360	1	360	0.0	667
sp|A0T0W2|PSBA_THAPS	sp|Q85G59|PSBA_CYAM1	88.611	360	41	0	1	360	1	360	0.0	665
sp|A0T0W2|PSBA_THAPS	sp|P51764|PSBA_MICAE	84.722	360	55	0	1	360	1	360	0.0	651
sp|A0T0W2|PSBA_THAPS	sp|P05337|PSBA_HORVU	88.301	359	35	1	1	359	1	352	0.0	650
sp|A0T0W2|PSBA_THAPS	sp|P24625|PSBA_ANTSP	87.465	359	45	0	1	359	1	359	0.0	649
sp|A0T0W2|PSBA_THAPS	sp|Q9TNF7|PSBA_DUMHI	88.301	359	35	1	1	359	1	352	0.0	649
